6.3907 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
22.5843 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
26.3224 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D6744950D0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D67974BE50>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
26.3226 	EXP 	window1: mouseVisible = True
26.3228 	EXP 	window1: mouseVisible = False
26.3229 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
26.3230 	EXP 	window1: recordFrameIntervals = False
26.4879 	EXP 	window1: recordFrameIntervals = True
26.6710 	EXP 	Screen (0) actual frame rate measured at 60.17Hz
26.6711 	EXP 	window1: recordFrameIntervals = False
30.7874 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
30.8013 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
31.6412 	EXP 	Sound sound_1 set volume 1.000
31.9267 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
32.0991 	EXP 	window1: mouseVisible = True
32.1120 	EXP 	Imported C:/Users/Dell/Documents/ib_cons.xlsx as conditions, 12 conditions, 3 params
32.1130 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
32.1136 	EXP 	New trial (rep=0, index=0): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
32.1297 	EXP 	textbox: autoLog = True
32.1297 	EXP 	polygon: autoDraw = True
33.0984 	EXP 	polygon_2: autoDraw = True
33.1314 	EXP 	polygon: autoDraw = False
34.7689 	DATA 	Keypress: space
34.7968 	EXP 	polygon: autoDraw = False
34.7968 	EXP 	polygon_2: autoDraw = False
35.5146 	EXP 	text: autoDraw = True
35.5146 	EXP 	textbox: autoDraw = True
37.1843 	DATA 	Keypress: 9
37.8632 	DATA 	Keypress: backspace
38.3425 	DATA 	Keypress: 8
38.5054 	DATA 	Keypress: 0
38.6581 	DATA 	Keypress: 0
39.7922 	DATA 	Keypress: return
40.4789 	DATA 	Keypress: backspace
41.1329 	DATA 	Mouse: Left button down, pos=(927,187)
41.1424 	EXP 	New trial (rep=0, index=1): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
41.1503 	EXP 	text: autoDraw = False
41.1503 	EXP 	textbox: autoDraw = False
41.1503 	EXP 	polygon: autoDraw = True
41.3624 	DATA 	Mouse:  Left button up, pos=(927,187)
42.1565 	EXP 	polygon: autoDraw = False
42.1565 	EXP 	polygon_2: autoDraw = True
44.8761 	DATA 	Keypress: space
44.8872 	EXP 	polygon: autoDraw = False
44.8872 	EXP 	polygon_2: autoDraw = False
45.8937 	EXP 	text: autoDraw = True
45.8937 	EXP 	textbox: autoDraw = True
46.7943 	DATA 	Keypress: 7
47.2873 	DATA 	Keypress: 0
47.4688 	DATA 	Keypress: 0
48.1802 	DATA 	Mouse: Left button down, pos=(927,187)
48.1837 	EXP 	New trial (rep=0, index=2): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
48.1908 	EXP 	text: autoDraw = False
48.1908 	EXP 	textbox: autoDraw = False
48.1908 	EXP 	polygon: autoDraw = True
48.3556 	DATA 	Mouse:  Left button up, pos=(927,187)
49.1833 	EXP 	polygon_2: autoDraw = True
49.1997 	EXP 	polygon: autoDraw = False
54.3326 	DATA 	Keypress: space
54.3616 	EXP 	polygon: autoDraw = False
54.3616 	EXP 	polygon_2: autoDraw = False
54.7716 	EXP 	text: autoDraw = True
54.7716 	EXP 	textbox: autoDraw = True
58.0720 	DATA 	Keypress: 5
58.2933 	DATA 	Keypress: 0
58.4677 	DATA 	Keypress: 0
59.0762 	DATA 	Mouse: Left button down, pos=(927,187)
59.0798 	EXP 	New trial (rep=0, index=3): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
59.0877 	EXP 	text: autoDraw = False
59.0877 	EXP 	textbox: autoDraw = False
59.0877 	EXP 	polygon: autoDraw = True
59.2127 	DATA 	Mouse:  Left button up, pos=(927,187)
60.0897 	EXP 	polygon: autoDraw = False
60.0897 	EXP 	polygon_2: autoDraw = True
61.1442 	DATA 	Keypress: space
61.1553 	EXP 	polygon: autoDraw = False
61.1553 	EXP 	polygon_2: autoDraw = False
61.5646 	EXP 	text: autoDraw = True
61.5646 	EXP 	textbox: autoDraw = True
62.8996 	DATA 	Keypress: 7
63.3194 	DATA 	Keypress: 0
63.4772 	DATA 	Keypress: 0
64.0774 	DATA 	Mouse: Left button down, pos=(927,187)
64.0807 	EXP 	New trial (rep=0, index=4): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
64.0883 	EXP 	text: autoDraw = False
64.0883 	EXP 	textbox: autoDraw = False
64.0883 	EXP 	polygon: autoDraw = True
64.1739 	DATA 	Mouse:  Left button up, pos=(927,187)
65.0852 	EXP 	polygon_2: autoDraw = True
65.1015 	EXP 	polygon: autoDraw = False
67.0553 	DATA 	Keypress: space
67.0667 	EXP 	polygon: autoDraw = False
67.0667 	EXP 	polygon_2: autoDraw = False
68.0720 	EXP 	text: autoDraw = True
68.0720 	EXP 	textbox: autoDraw = True
69.2504 	DATA 	Keypress: 8
69.6164 	DATA 	Keypress: 0
69.7678 	DATA 	Keypress: 0
70.5482 	DATA 	Mouse: Left button down, pos=(927,187)
70.5567 	EXP 	New trial (rep=0, index=5): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
70.5645 	EXP 	text: autoDraw = False
70.5645 	EXP 	textbox: autoDraw = False
70.5645 	EXP 	polygon: autoDraw = True
70.6518 	DATA 	Mouse:  Left button up, pos=(927,187)
71.5628 	EXP 	polygon_2: autoDraw = True
71.5790 	EXP 	polygon: autoDraw = False
72.4004 	DATA 	Keypress: space
72.4115 	EXP 	polygon: autoDraw = False
72.4115 	EXP 	polygon_2: autoDraw = False
73.4190 	EXP 	text: autoDraw = True
73.4190 	EXP 	textbox: autoDraw = True
74.8045 	DATA 	Keypress: 8
75.3207 	DATA 	Keypress: 0
75.4748 	DATA 	Keypress: 0
76.0428 	DATA 	Mouse: Left button down, pos=(927,187)
76.0466 	EXP 	New trial (rep=0, index=6): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
76.0548 	EXP 	text: autoDraw = False
76.0548 	EXP 	textbox: autoDraw = False
76.0548 	EXP 	polygon: autoDraw = True
76.1301 	DATA 	Mouse:  Left button up, pos=(927,187)
77.0572 	EXP 	polygon: autoDraw = False
77.0572 	EXP 	polygon_2: autoDraw = True
77.7293 	DATA 	Keypress: space
77.7399 	EXP 	polygon: autoDraw = False
77.7399 	EXP 	polygon_2: autoDraw = False
78.1489 	EXP 	text: autoDraw = True
78.1489 	EXP 	textbox: autoDraw = True
79.9009 	DATA 	Keypress: 7
